Label,text
0,Sales bilangnya ini terakir terakir tapi pasti ada season 2 3 4 5 wkwkwkwkwkwk
1,"ＰⓤＬＡＵ777, tempatnya para pemenang sejati"
0,"Salut sama yuka dia menomor dua kan dirinya sendiri demi orng tua,patut dicontoh sih"
0,Sebelum Komen ribuan bang Andra🎉
0,Bg kak niken nomor 2prime😢😢
0,Menit ke 10.50 gue ulang2 terosss 😂😂
0,"01:00:00 info pawang ekspresi, biasanya jago nih para viewers a4a clan 🗿"
1,hapuslah itu komen ᑭ ᑌ ᒪ ᗩ ᑌ ᗯ I ᑎ
1,"kerennn contentnya bang , cari situs 𝗦𝗚𝗜𝟴𝟴"
1,"begadang nontonin mister aloy nge dj , sambil pegang hp main di 𝐅𝐀𝐉𝐀𝐑𝟕𝟖 bos biar seru"
1,ＢＡ ＮＴ ＥＮ Ｇ ＨＯ ＫＩ_Kemenangan sangat mudah
1,nyaman bermain 𝑲𝑰𝑵𝑮𝟑𝟐𝟖
1,"salut bang keren kontennya , salam jepe 𝗪𝗘𝗧𝗢𝗡𝟴𝟴"
1,YouTube butuh lebih banyak konten kayak gini💙P R O B E T  8 5 5💙Yang bisa bikin semua orang lupa stress-nya walau sebentar !!
0,Orang Palembang memang banyak klakarnya😂😂
1,Konten kayak gini yang 𝐀⁠⁠𝐄‌‌𝐑‌𝐎⁠𝟖⁠𝟖 cari 𝐀⁠⁠𝐄‌‌𝐑‌𝐎⁠𝟖⁠𝟖
0,Masih sepi nih pin dong bg andra
0,"Bg arap imut banget, gemes"
0,kasih paham bang baban
0,Sumpah lucu parah sampai nonton 2 kaliii😂😂😂
0,seratus hari yee geloo
1,"gue udah buktiin 𝘼𝙇𝙀𝙓𝙄𝙎17 tuh scam , udah wd puluhan juta lancar"
0,Kayaknya bakal sampai akhir tahun
0,lu dimana bang
1,Gila hoki! Main modal receh malah tembus 20jt ✨ ʙᴀɴ TEɴɢ HO ᴋɪ⚡️
0,1 februari dia mau meried 😭😭😭
0,seru bgt ngedengerinnya wkwk gaprnh sebetah ini ngedengerin org ngobrol biasanya bnyk skipnya😂
0,"42:19 bisa nih di loop 24jam kaya video yono... ""berarti masih ada rasa dong, ya Mana gw tau""😅😅😅😅😂"
1,Cocok buat yang suka main santai ⋆🐯 ͯNͯͯaͯͯsͯͯaͯͯGͯͯaͯͯmͯͯiͯͯnͯͯgͯ 🍬💀
0,pertama bg ler
1,gak bosenin udah buka ｐｕｌａｕｗｉｎ .
0,"pertanyaan bang radit adalah pertanyaanku kalo ke clubbing dan teman2nya.
maaf ya loyyy hahahhaha"
0,"5:43 banyak bgt bilang ""om"""
1,Wajib ajak main bareng ke B0SSWD⚡ bareng kita
0,om dedyy...ahmar zoni knp lagi itu😂😂😂😂😂😂
0,tandem ama rigen trus di wawancara indra frimawan wkwkwk
0,Bg jagoan ku kalah digrand final😭😭😭
1,Kami adalah definisi “tak terkalahkan Pulau777 🔥
1,"𝘿О𝘙𝘼7𝟩bikin hidup makin berwarna, cuan gak berhenti!"
0,Flado sama raxzy😂
1,semoga alexis17 sukses amin
1,"alexis17 , tuh emang ngerti kebutuhan membernya , kasih surprise bonus"
1,"Gameplaynya intens, adrenalin naik terus ❤𝐒𝐔𝐑𝐘𝐀𝟖𝟖❤ ⚡🕹"
0,"Yuka pembawa The lucky man, Larena niat Awal BU nich...dalam hatinya rumahnya kena cicilan!!!
Arab keren, yuka tidak boleh dihilangin walaupun tidak bisa apa²."
0,Bg Jun kapan jadi pembunuh bayaran lagi plisss di notice aku suka banget
1,Semua tongkrongan kekinian pasti udah kenal 𝕻𝖚𝖑𝖆𝖚𝖜𝖎𝖓.
1,"Terima kasih 👉 𝙿𝚛𝚘𝚋𝚎𝚝𝟾𝟻𝟻 👈, vibes positifmu selalu sampai ke hati! ❤️"
1,nyesel bener baru maen di mandalika77 depo receh bisa wd berkali2. kalo dr dulu ud bisa kebeli tuh vespa matic wekekek HAHAHHAHA
0,Yuka: Oh jadi gitu😂 1:09:32
1,"Main di D𝑂𝑅𝐴𝟩𝟽 auto happy, rezeki emang sudah diatur!"
0,Kalo tanggal sampai di spill jadwal harusnya close the door masuk gak sih
0,Raditya pov orang introvert masuk club😭
1,Semua tetangga gue pada kepo sama penghasilan dari ALEXIS⭐17⭐.
1,Seru banget ya kumpul bareng teman tapi lebih seru dan penasaran lagi kalau sambil main game bareng di 𝐓𝐀𝐊𝐉𝐔𝐁𝟒𝐃
1,"𝗠𝑨𝑵𝐃𝐀𝑳𝗜𝗞𝐀𝟕7 bikin lupa semua beban, hiburan yang sangat menyenangkan! 🤩 🥳"
0,Bang gw ijin klip video buat konten yah bang🙏🏻
1,Mantap Betul ahh kalau gini gak sia sia deh gua main di mandalika77 keren pokonya
0,0:26 bisa gitu
1,"Cuma di sini, ⚡ALEXIS17⚡ emang gak pernah ngecewain!"
1,"Main squad emang paling seru! Kalo mau squad-mu makin solid dengan modal tambahan, ajakin main di Kyt4d aja! Dijamin makin kompak~ 👥🎰"
1,baik amat amat member baru langsung dikasih jajanan. meningkat senang bermain disini 🅼🅰🅽🅳🅰🅻🅸🅺🅰77 bila ini setelah itu sih gk bakalan ubah ke web lain ni
0,Bang bagi ap king dong heheh😅
0,anjrit semua series yang bareng AAclan lucu2 bnget dan enak di tonton berkali-kali... gokil obrolannya bikin ngakak!
1,ghaacoor nya sampe mimpi.ga ruda ho ki
1,Main bentar doang langsung cair gede di ⚡𝙐𝙇𝙏𝙄𝙈𝘼𝙎𝙇𝙊𝙏⚡rezeki anak senja banget
0,AKUUUU
0,13:07 rip harga diri claude
1,"Alhamdulillah, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin hiburan jadi lebih bermakna! Ceritanya top, hadiahnya bikin dompet senyum! 🙏"
0,premis berlanjuttt.. 'introvert belajar dunia malam' jadi bahan cerita aneh bisa nih 
1,"fix ! 𝐏𝐋𝐔𝐓𝐎𝟖𝟖emang beda , bikin member setia !"
1,"Beralih bener-bener bikin hati adem,🏴‍☠️𝓟𝓡𝓞𝓑𝓔𝓣855🏴‍☠️Gak banyak channel yang bisa bikin penontonnya merasa didengar!💯"
0,pake akun asli la je
1,"Kontennya bikin senyum terus, mantap ❤𝐒𝐔𝐑𝐘𝐀𝟖𝟖❤ 😁🕹"
1,"Alhamdulillah, rezeki nggak kemana! Baru main di ＭΛＮDALIKΛ𝟟𝟟, langsung dapat jakpot besar! Thank you banget!"
1,"𝐊 𝐎 𝐈 𝐒 𝐋 𝐎 𝐓 emang gila , wede𝖊y ngebut drama !"
0,Bg ikutan trend ff persi GTA
0,"Bg jun gua liat2 kok makin kesini alur jalannya hampir sama smua ya konten nya, buat yg bnr² beda dan seru dijamin rame"
1,Goooo terus!!💙P R O B E T  8 5 5💙
0,Tektokannya cepet bener ya 😂
1,"Tempat kecil, vibes-nya besar 🎁✌ 🅽🅰🆂🅰🅶🅰🅼🅸🅽🅶 💣💣"
1,"Sungguh menginspirasi! 🔥𝐀𝐋𝐄𝐗𝐈𝐒 𝟏𝟕🔥, konten ini punya nilai tinggi dan disajikan dengan apik. Terus berkarya ya!"
0,"Coba make akun kecil, trus ngetrol di awal pura2 ngk tau main,, 😂 berani ngk wkwkw"
1,14:15 Wajib viral ini!𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵
0,Sumpaah ngakak teruss dari tadiiii luff semuaa sehat² ya kak radit kak aloy❤
1,Hanya ⭐ 𝐁𝐀𝐑𝐃𝐈𝟒𝐃 ⭐ yang bisa memberikan kesenangan setiap hari
1,"06:00 【P】【U】【L】【A】【U】【7】【7】【7】, pengalaman yang tidak akan terlupakan"
0,"Akan ada di thumbnail di judul, selama tiiiiiiiiiit"
0,"58:43 caileehhhh si mas, bisa bgt nanya buat ngasih makan ego WKWKWKW"
1,"Cuma di sini, ❤A L E X I S 1 7❤ emang paling top!"
1,"gemes, 💯𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 bikin dompet ikut gemes 😍💵"
1,"𝐀G𝘜𝘚TO𝘛𝘖 aku cba maen, malah jekpot gede"
0,Mampir ajah dah KK Dedy mampir nya❤❤❤❤mantap cerita nya..🎉
0,Si yuka mah pemanis doang
1,Lo gak perlu hebat buat mulai tapi lo harus mulai buat jadi hebat 🔥𝗝 𝗨 𝗡 𝗜 𝗢 𝗥 𝟴 𝟴🔥
1,"Anjay mantep, di 💞𝘼LEXIS-17💞 bisa main SL🅞T sambil nge-Houdini."
0,HAAHHHHHHHHH OMGGG????!!
0,"disini bang radit lagi stand up dah, yg lucu dianya soalnya wkwk"
0,seru sekali durasinya 5jam juga gua tonton🤣🤣🎉🎉🎉
1,Asik banget main di 𝐀⁠⁠𝐄‌‌𝐑‌𝐎⁠𝟖⁠𝟖! Cuan auto nambah terus! 😃
0,Bg jun coba lanjutin jadi boren mobil kamikaze
1,"MINI1221! online bersinar, offline bergaung. ✨📡"
1,"Salut sama dedikasi (っ◔◡◔)っ ♥ Probet855 ♥, konsisten banget! 👏"
1,"D𝑂𝑅𝐴𝟩𝟽 tiap maen pasti hoki, gk pernah gagal"
0,Info lagu pertama
0,"Itu si Asep udah ketemu,yang main petak umpet sama team azre?"
0,Buka puasa bang
0,Bg coba Ganti set kematian nya jngn itu Mulu bosen liat nya
1,"Gokil, editannya rapi banget𝐃⁠​𝐎​𝐑‍𝐀⁠‌𝟕‌⁠𝟕"
1,"Swert Bonanja gacir hari ini, mntp"
1,"kacau masbray,itungan nya gak pernah melenceng,tidak pernah merugikan member,selalu memperkaya member itu mandalika77"
1,Impian suksesku semakin nyata berkat dukungan 🍭 *KYT4D* 🍭
0,48:55 ngakak banget😂😂😂😂😂😂
1,king aloyyy emng ada aja  kelakuannya😂 𝐉𝐀𝐋𝐀𝐊𝟒𝐃 sukses selalu❤
0,Om ded masuk ke segala kalangan dan usia🎉
1,"𝘋е𝐖𝘼d𝐎𝑅a benar-benar nomor , rekomendasikan orang !"
0,1:00:04 “Selama 2026”
0,ternyata lance nya elu je 😂
1,Hasil gacir dari 𝘈𝘎𝙐𝙎T𝙊T𝐎bikin hari makin seru. Mantap banget!
0,"Gua sabaran session 3 nie, bakal seru abis..bayangin ngeliat om dad baru bangun gimana😂😂😂
Bang arab...ntar bikin agag panjang bang...soalnya terakhir bang 😢😢😢"
1,"modal maxwin , gila sih gacor abis"
1,"udh wede 3 kali , gacir pol"
0,yuka  mirip MR 2 Bon Kurei. rambutnya poni gitu
1,Gas ajak coba seru-seruan di B0SSWD⚡ mulu
0,Awkward bangun liat otot ~Yuka Bangke
0,"pensi aja gausah jadi pro player, banyakan juga jadi streaming duitnya."
1,"njir , gue sih yes 𝘼𝙇𝙀𝙓𝙄𝙎17 . parah ."
0,AKU GA PERNAH NGUJAT KAK NIKEN
1,Kok bisa segemes ini sih?! Kayak hoki gue di 💯𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 yang dateng tanpa aba-aba 😆🎯
1,Sekarang semua timeline dipenuhi dengan 🅿︎🆄🅻︎🅰︎🆄︎🆆︎🅸︎🅽︎.
1,"Nonton ini sambil main MAMAJITU, eh malah dapet scatter dan WD 750rb"
0,om ded sedang berjuang keras supaya ada sponsor masuk di marapthon s3 ✨🙌😁
0,berarti secara ga langsung marapton season 3 di bulan puasa lagi
1,"Yang udah nonton asii tuh beneran kata orang orang,🀄ℙℝ𝕆𝔹𝔼𝕋855🀄beneran memuaskan!💯"
0,Nonton ini mecerdaskan bangsa
1,Raih kemenangan Anda sekarang juga di Pulau 777!
1,𝗪𝗘𝗧𝗢𝗡𝟴𝟴 uhuy !
0,Bikin podhub di marapthon keren sih
1,"seminggu main alexis17 , gue udah bayar biaya wisuda !"
0,"Y. Udah mulai redup aja om 
Arap.ehk apa lisan elo noh. Rumah elu noh lunas 😂😂😂 senggol ego"
1,"cuy , serius nanya , 𝘼𝙇𝙀𝙓𝙄𝙎17 beneran sebagus ?"
1,"Suka banget sama Chaneel DIAMOND177 ceritanya penuh makna, best pokoknya Diamond177"
1,"alexis 17 bikin hidup gue berubah 180 derajat , tukang ojek bos"
0,"Liat Reza sama om Dedy enak banget, santai dah kek adek sama Abang 😂😂😂"
1,Pas banget buat healing! 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵
0,Nah bener nginep 24 jam langsung live podhub bareng vidi nanti tamu nya semua anggota marapthon sama pasangan nya masing2 pasti seru om ded
0,Yukaaaa ngakakk hahahhaha
1,"Dibilang mager, padahal lagi buka 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝."
0,Org ini emng lucu njirrr d podcast manapun 😭😭
1,"Harusnya 𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳❤️ collab sama channel ini, sumpah fix pecah"
0,Anjay intro baru nich
0,Mau tidur nonton ini jadi gak jadi ngantuk bangkeeee 😂
1,Ganas semua slt di mandalika77 modal kecil bisa narik sejuta om
1,"𝐃𝑂𝑅𝘼𝟩𝟳 bikin lupa duniawi , hiburan !"
0,25:48 yg kerecord itu suara apa ya ?
0,Gak bosenin liatnya nih aloy lawak bgt😂😂😂
1,"🐾 Main santai, happy selalu di ⓅⓤⓛⓐⓊ777"
0,"menurut saya dunia malam bukan hanya tentang hiburan, tapi juga tentang keputusan dan kadang penyesalan dan Tak semua yang datang ke dunia malam ingin bersenang senang sebagian datang untuk melupakan"
1,wede 𝑨𝑳𝑬𝑿𝑰𝑺17 cepet banget ! .
0,"Mobil Gojo Satoru ini mah, ga bisa disentuh 😂"
1,geloo 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 cair x100
0,Om ded 24 jam di marapthon yang paling bahagia adalah gerry 😂😂
0,24 jam with marapthon gas om. Kasi aktifitas mereka seharian full ngegym 😂
0,Bang bikin challenge lomba lari bang.. kan lagi trend lomba lari nunggu sahurr😂
0,Tapi kan elu udah putus!? .. Kenapa masih gw pake???! HAHAHAHAHAHA NGAKAK ANJ
0,Nabrak bot ya
0,"Buset, aku re-watch sampai 5x"
1,"gue sih udah ga move on a.l.e.x.i.s.1.7 , gacor bikin kecanduan"
1,"sketer , jepek"
0,saatnya masuk MPL buat bantai Oniccc HAHAHAHA
1,Rezeki mengikuti ke mana pun aku bersama ❄️ *KYT4D* ❄️!
1,"gachor mulu, ga pernah rugi di A 𝙀 𝙍 O 𝟴 𝟪"
0,Yanto Ama keluarga garkot klaim HUT gengster dong bang Jun...
0,Coba pake akun yang darksistem bgt jeee biar reaksinya mereka gimana😂
1,Nikmati keseruan tanpa henti di 【P】【U】【L】【A】【U】【7】【7】【7】.
0,Mulai pertama ampe abis full ngakak😅😅😅
0,Jot kalo lagi gak sama grace keliatan dewasanya... 😂
1,modal peroleh 𝘋𝐎𝑅a𝟳𝟳 percaya berwirausaha .
1,𝘼𝙇𝙀𝙓𝙄𝙎17 .
0,harusnya lu ngefeed dulu bang biar hard😂
0,Tp keren loh dia bahasain dirinya” aku “
1,"mantap jiwa main 𝐴𝐇𝘔а𝘿𝑇𝙊𝐓o , rezeki nomplok !"
0,57 menit wokkk
1,"MANTAP siapa yang gk suka kalau di kasih terus seharian , di𓆰♕𓆪ISTANA B E T 17 𓆰♕𓆪 gw dah rasakan perbedaannya mending gas aja langsung !!"
1,"Deg-degan banget nunggu JP di MANDALIKA-77-, akhirnya pecah juga!"
1,"Yang tau 𝑰𝑺𝑻𝑨𝑵𝑨𝑩𝑬𝑻17❤️, pasti ngerti deep meaning video ini"
0,"Seru sih kalo om ded dateng, pagi pagi lari olahraga, gym bareng dll"
1,Pulau777 menghantui lawan-lawan 🔥
1,buset 𝘼𝙇𝙀𝙓𝙄𝙎17 semudah yah .
1,Pertimbangkan untuk menjelajahi 1:24 ＭΛＮDALIKΛ𝟟𝟟-jika Anda menghargai inovasi dan kreativitas.
1,"Modal kecil, hasil melimpah, pastinya hanya di M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳!"
1,🎯 Semua seru ada di 🅿️🆄🅻🅰️🆄777
1,"Gak nyangka ❤𝙃𝘽𝘾𝙈𝘼𝙉𝙏𝙐𝙇🧡 sebagus ini! Ceritanya penuh makna, visualnya ciamik, dan hadiahnya bikin dompet tersenyum lebar. Pengalaman yang nggak terlupakan! 🧡🧡"
0,"Alasan ban xin menang adalah ,onic cuman ban satu Hero .dan bang xin dpet Natan dan Angela yg lagi op ..😂"
1,"bro sibuk sih ? alexis17 , bagi-bagi bonus deposit super gede nih"
0,Hope indo orng nya jago jago ya pada bisa montage
0,Mending akun asli lah biar pada berexpetasi tinggi lu manusia setengangah lance
0,Yg saya suka adl konsep ttg pertemanan mrk.. Saya rasa bintang tamu bukan hal penting krn mrk sendrii sdh punya warna sendiri. Cuma saya harap kata2 kotor gt mulai dihilangkan ya. Kalian influencer cb membantu generasi muda dibawah kalian lbh baik.
0,Aneh ..suara bang xin nya kecil tapi notifikasi kill nya suara nya kencang sekali bikin gua kaget aneh banget si bro xin
1,"Begitu mantap dan memuaskan! Bermain di MANDALIKA𝟩7 selalu lancar tanpa hambatan, rezeki pun mengalir dengan sangat deras!"
0,Yang w tunggu nih bg Andra
0,Jangan kebanyakan ngatur lah kocak
0,Bang bikin konten bagi2 thr dong pliss
0,Semangat trus om dedy ngonten nya
0,"Bang Radit
Gampangnya gini

Alyo adalah instruktur senam spesialisasi Club"
0,cuma TEPE yang di undang sendirian ke CTD
0,"Bg bilang aja kalok ketemu orang kayak itu kalok dikatain itam bilang aja .bukan itam ini ,ini daki😅"
1,"P͓̽U͓̽L͓̽A͓̽U͓̽W͓̽I͓̽N͓̽, sekali coba langsung nyangkut"
0,14:55 ngomongin apa sih guys gua nggak begitu dengar wkwkwk
0,"season 3 harusnya sih undang habib jafar pasti seru ,, heheh"
1,𝐃⁠​𝐎​𝐑‍𝐀⁠‌𝟕‌⁠𝟕 Bikin ngakak gak berhenti.
1,"Gue kira awalnya cuma meme, eh ternyata P͟U͟L͟A͟U͟777 rame banget."
0,Wkowkwkw marah marah
1,"katanya P͟U͟L͟A͟U͟777 tuh bikin ketagihan, tapi dalam arti positif gitu loh"
0,What’s up with that random  auto audio thing 😂
1,"seminggu main alexis17 , gue udah ganti elektronik rumah !"
0,"coba pake akun asli , tp order di streamer kecil bang"
1,"Saya yakin b𝘜KꀤT 888, nggak akan mengecewakan"
1,Setiap reaction-mu di game ❤𝐌𝐀𝐗𝐖𝐈𝐍𝟖𝟖❤ bikin ngakak bareng.
0,Nabrak=meledak to
1,Kontennya 𝐀⁠⁠𝐄‌‌𝐑‌𝐎⁠𝟖⁠𝟖 selalu fresh!
1,tempat yang buat ku bahagia di ✦𝗠𝗮𝗻𝘂𝘁𝟴𝟴✦
0,Nt mike.. makin diperjelas status side kick lu.. wkwkwkw
1,"tunggu tunggu salam jepe λlexis17 ,"
1,"Editing cinematic, bikin betah lama-lama ❤𝐒𝐔𝐑𝐘𝐀𝟖𝟖❤ 🎬🔥"
0,Anjay... Jdi ngumpul disini..😂
1,Gameplay di ❤𝐌𝐀𝐗𝐖𝐈𝐍𝟖𝟖❤ bikin pengen main bareng.
1,"jepe , situs terbaik"
1,"modal aja untung 𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 ,"
0,"Auto ngakak pas Om Dedd nge-roasting Mas Rap ttg married... 🤣 makaasiihh Om Dedd & all tim CTD yg udh ngundang founder2 Maraphton, bner2 seru & klik bget obrolan - guyon nya... ditnggu stay cation om Dedd di Maraphton... 🫰🏻 sehat2 all... 😇"
1,"gue udah ga bayangin hidup alexis17 ! sih , udah sumber rezeki utama"
1,bokek ? langsung aja main alexis17 .
1,"mantap,🀄ℙℝ𝕆𝔹𝔼𝕋855🀄video ini bikin hari ceria dan happy!💯"
1,"Awal awal sih ragu yah, tapi kok lama kelamaan jadi senang main di  mandalika77  modal receehh doang lohhh.."
1,"mandalika77 makasi lah uda ngasih, keren pokoknya mandalika77 pasti sesuai pnya isi nya"
1,"Setiap langkah, penuh keyakinan,
❤️HBCmantul❤️jadi pilihan andalan.
Membangun harapan, menembus batas,
Menciptakan jejak, karya yang cerdas.❤"
0,Salfok sama sweater nya arap😍😍😍
1,"Gue kira kemarin tuh nama lagu baru, ternyata 𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉 bukan 💀"
0,Yuka celetukan nya haha
1,𝐷 𝐎 𝑅 а 𝟽 𝟩menawarkan pendekatan berbeda keterlibatan daring .
0,klo saran gw pake akun utama tapi dari nick border dan yg lain2 ganti
0,Bangler sekali kali buat tutorial gold lane lah🙏
0,duhh karen maap karenn😂
0,Sedang bersahur bg jun
0,"Pake akun besar aja, kan mau liat reaksi ketika di add nyaa"
1,Gak perlu banyak alasan buat balik ke 𝘗𝘜𝘓𝘈𝘜𝘞𝘐𝘕.
0,Bang andra saya udah polow minta aku bang akun ku hilang bang 😢😢😢
1,"maen santai, jepe terus di sini"
1,itu si rijal doyan banget main di ＰＵＬＡＵＷＩＮ. sampe kebeli motor
1,Punchline humornya kena terus 😂💕𝐌𝐎𝐍𝐀𝟒𝐃🟣😂 bikin terhibur 🤣
0,Ajarin stand up comedy bang kek Turki lucu
0,"u deserve get this, king jot.🔥"
1,YANG UDAH NONTON asli tuh beneran kata orang orang𓆰♕𓆪ISTANA B E T 17 𓆰♕𓆪beneran memuaskan !!
0,Bang 67 bang😂😂😂😂
0,22:36  Ngikikk bgttt 🤣🤣🤣🌀
1,Cintaku padamu itu seperti nomor favorit di 🌐 𝗕𝗔𝗥𝗗𝗜𝟰𝗗 🌐 selalu muncul di pikiran
0,4.20 menit bg
1,"Sebenernya T0GEL62 gak spesial, tapi entah kenapa nyantol terus"
0,52:02 pemaeeeeennn 🤣🤣
1,Rezeki emang gak kemana makasi!!🎱𝓟𝓡𝓞𝓑𝓔𝓣855🎱
0,"Mending akun besar cik, kalau gini sama boong KOCAK 


Orang cari reaksi dia pake akun besar malah akun kecil😂😂😂😂"
1,11:13 Kontennya deep tapi gak berat! 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵
1,bukan main di sini ʙ𝘜KꀤT 888 selalu jepeee
1,Emang gak ada yang se-profitable ALEXIS⭐17⭐.
1,"Musiknya enak banget,🎱𝓟𝓡𝓞𝓑𝓔𝓣855🎱bikin aku pengen putar ulang terus!💯"
1,Sambut hari dengan antusias di ＭΛＮDALIKΛ𝟟𝟟
1,paten lah mandalika77 makasihhh
0,Cocotan lerr
1,𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉 tuh tempat healing tanpa drama
0,Gelo setengah taun kah marapthon
1,🚩𝐒𝐆𝐈𝟖𝟖 tempat paling uhuy!
1,"Jika Anda menghargai platform daring yang didesain dengan baik, A𝙃𝑀А𝘋𝐓𝙊𝑇Оpatut dipertimbangkan."
0,Kenapa harus ada tepe asli dari awal gua liat orangnya kayak auranya negatif banget kayak munafik mau untungnya doang bukannya gak seneng orangnya malah gak pernah tau orang disitu ada banyak tapi ntah kenapa liat itu orang kayak auranya kaya negatif
0,"Akun utama aj bang je,pli klo mau nyamar ganti pp ma ganti nick"
0,52:00. Usul : pelatihan militer  9 member . Om Ded... 😂😂😂
1,keren ! meraih kemenangan di𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 langsung berlibur negeri !
0,"Gila,, potongan klipnya udh bnyak aja 🤣🤣🤣"
0,jot sudah banyak bicara yeee😅. proud of you jot. its your time jott
0,Yuka melas banget mukanya wooy😂
1,"⚡ 𝐁𝐀𝐑𝐃𝐈𝟒𝐃 ⚡ bisa bikin senang, tapi kamu bikin hidupku lebih berarti"
0,akhirjya acak acak TC lagi
1,gue rela gak hangout temen nabung alexis17 .
1,payok dulurr join di 𝑽𝑰𝑲𝑰𝑵𝑮𝑻𝑶𝑻𝑶 ada Bonus New Member 10%
0,Yuka buat program om
0,"Wkwkwk demen banget liat King, dari awal ngomong sampe akhir ngegas tanpa rem 🤣🤣🤣🤣🤣"
1,class bos 𝐒𝐆𝐈𝟖𝟖 gak ribet depo cepat wd lancar
0,1:00:03 1 tahun rap ?
0,itu siapa realme sendiri
1,"intinya bermainlah dengan sabar jangan barbar, karena kemenenangan akan datang setelah sabar wkwk hiburan bukan di jadiin mata pencaharian, kalau gw main di m̲a̲n̲d̲a̲l̲i̲k̲a̲7̲7̲"
0,Jod orngnya kenya Alpa
0,pakek akun utama bg soalya expresinya lebih kaget dan bagus untuk ditonton😊😅
1,"utama, itu bisa dirasakan★𝗠𝗮𝗻𝘂𝘁𝟴𝟴★"
1,"bro , denger-denger 𝘼𝙇𝙀𝙓𝙄𝙎17 promo , bener gak sih ?"
1,semoga rezeki berasal 𝘿𝐸𝘞a𝐃о𝙍a membawa manfaat !
1,"ＭΛＮDALIKΛ𝟟𝟟 gachor parah, depo receh aja bisa mekswin berkali-kali"
0,"Ini YouTube barunya?
Apa gua yg kudet yaaa"
0,disini ngeliat om ded lgi berusaha bgt buat join marapthon wkwk
1,"rezeki melimpah alexis'17 , makasih !"
0,Masuk nih sponsor Vica.. Lahan besar untuk branding..
1,ga pernah bikin aku kecewa kalo main di mandalika77 game nya bagusmpuatarannya banyak beri aku bonuss memang mantap betull la
0,to coba bikin sayembara kota terus kalo yg buru yanto nembak mobil yanto yg meledak malah mobil yg nembak bukan mobil yg dikendarain elu to
1,𝑷𝑼𝑳𝑨𝑼𝑾𝑰𝑵 mood detected 😌
0,bang FF sekarang ada celana angle ungu
1,𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 .. modal hasil maksimal
1,Ajak temen-temen lo gabung ke B0SSWD⚡ nih
0,"atau gini aja deh bang radit... kemarin kan AAA Clan bikin 24H with Rich Brian.... mending lu ikut mereka 24H, biar belajar full sampe puas 😂😂😂"
0,Hadir om dedy dari jambi sllu
0,YUKAAA LUCUUUU BGT GOKIL NGAKAK
0,cletukan yuka dari awal sampe akhir petcah banget sih bikin ngakak😂
1,Dari utang numpuk jadi sultan abis main di 𝘋𝐄𝘞𝐀𝐃O𝐑𝘈
0,Akhirnya di tunggu tunggu bang Andra ngevog
0,Maraton ntar undang Timothy 😂
1,Wow! ⚡ALEXIS17⚡ emang gak pernah ngecewain!
1,"Tolong ini udah di level dewa lucunya 🤣, pas nemu ini di ALEXIS17, yang setuju like! 🔥"
0,Bang kalo main jangan scar Mulu
0,Tapi tanpa yuka jadi AAA clan ya gak lengkap tetep
1,"Cumi goyang 8-bit, saldo ODDIGO full digit."
0,harus undang part 2 si bang likenya banyak ini hehe
1,caeer lagi caer lagi ! 𝐓𝐈𝐌𝐎𝟒𝐃 emang ga ada obat dehh
1,🌍ℙℝ𝕆𝔹𝔼𝕋855🌍 emang udah jadi inspirasi konten kreator banget!💯
0,Judulnya founder pantes itu si tepe² gk ikut
1,Timnas Era sty lebih enak di tonton permainannya teknik mix parlay di ODDIGO no 1 rank google
0,Bang jun coba main Minecraft sama trio liar
1,"Yang mau hiburan, boleh coba 🐳🍭N͓̽A͓̽S͓̽A͓̽G͓̽A͓̽M͓̽I͓̽N͓̽G͓̽🍉🎈"
1,"wede cepat , pelayanan ramah banget"
0,"Pokoknya kalo ada arap, podcast ngak pernah ngebosanin"
0,Duo bucin mau Andra dan kak Naya
1,"happy banget main d𝙊яa 𝟩𝟽 , menangnya !"
0,Akhirnya nge vlog sama kk nayya
1,"Kalo udah main di 𝘋𝐄𝘞𝐀𝐃O𝐑𝘈, ketagihan pasti soalnya gachor bgt"
1,"Makasih 𝘈𝘎𝑈𝙎𝘛𝙊𝐓O, rezeki hari ini bikin hati senang banget!"
1,Serius cuma diGaruda hoki paling gampang menang😼
1,gimana carahnya daptar mandalika77 kak
1,"Kontennya simpel tapi impactful, kayak konten motivasi ringan KYT4️⃣D ☯️"
0,Jinbe join marapthon!!!
