Label,text,text_norm
0,Di podcast ini raditya kek orang bodoh potong dan plesetin trs obrolan,di podcast ini raditya kek orang bodoh potong dan plesetin trs obrolan
0,Klo mau getak tipis² bang radit boleh aja si loy gak usah dipendem 😂😂,klo mau getak tipis2 bang radit boleh aja si loy gak usah dipendem <laugh> <laugh>
0,Baru 1 hari udah 2jt view😂,baru 1 hari udah 2jt view <laugh>
0,Ajak ajh si Loy ke Club 😂😅 biar tau die,ajak ajh si loy ke club <laugh> biar tau die
0,"Susah ngundang dia bg , sibuk bngt kn skrg",susah ngundang dia bg sibuk bngt kn skrg
0,pertanyaanyaaaa ga jelassss ngeselin dngernya,pertanyaanyaa ga jelass ngeselin dngernya
0,Loy kalem loy jangan mak amuk 😭😭😭,loy kalem loy jangan mak amuk
0,Gong banget ini 🤣🔥🔥🔥🔥🔥🔥🔥,gong banget ini <laugh> <hype> <hype> <hype> <hype> <hype> <hype> <hype>
0,Aduh jadi pengen mabokk,aduh jadi pengen mabokk
0,"2,2JT VIEW🎉 Paling banyak di antara yg lain top 1",2 2jt view paling banyak di antara yg lain top 1
0,"Bang Radit,lu ga sendirian,,gw jg blm pernah ke club bang 😂",bang radit lu ga sendirian gw jg blm pernah ke club bang <laugh>
0,HAhaₕₐₐₕahAHHAhaₕₐₐₕahAHHAhaₕₐₐₕahAHHAhaₕₐₐₕahAHHAha...,hahahaahahahhahahaahahahhahahaahahahhahahaahahahhaha
0,gak ah. w ulang2 kocak bet,gak ah w ulang2 kocak bet
0,bangke ngakak terus 😂😂😂,bangke ngakak terus <laugh> <laugh> <laugh>
0,gokil dri semua konten radit ini doang paling kenceng viewersnya😂😂,gokil dri semua konten radit ini doang paling kenceng viewersnya <laugh> <laugh>
0,"hebat ,kakak kelas gw ini, dari dulu emang humble org nya. Dulu gw gak kenal sama dia aja gw sapa dia welcome wkwkwk",hebat kakak kelas gw ini dari dulu emang humble org nya dulu gw gak kenal sama dia aja gw sapa dia welcome wkwkwk
0,Raditya dika adalah aku di tahun 2024 sring tnya ke kakak h-31 sblm msuk club😂,raditya dika adalah aku di tahun 2024 sring tnya ke kakak h 31 sblm msuk club <laugh>
0,Gila 2 1 hari 2 juta,gila 2 1 hari 2 juta
0,Awal mulai lansung klarifikasi😂,awal mulai lansung klarifikasi <laugh>
0,Anak tengah malem ketemu anak siang hari wkwkw,anak tengah malem ketemu anak siang hari wkwkw
0,sepanjang nonton gua ngakak bgt tiap dia jawab😂,sepanjang nonton gua ngakak bgt tiap dia jawab <laugh>
0,Bego sekali ya bang radit terlalu polos,bego sekali ya bang radit terlalu polos
0,"Gak ngerti apa itu dugem n club malam,,tpi stiap ada geng marapthon pasti syukaaaa ,,mknya mampir ksini😂😂",gak ngerti apa itu dugem n club malam tpi stiap ada geng marapthon pasti syukaa mknya mampir ksini <laugh> <laugh>
0,yang di catet bang radit apaan ?,yang di catet bang radit apaan
0,"Lucu bgtt😂😂 nontnya seru, ngakak trus😅",lucu bgtt <laugh> <laugh> nontnya seru ngakak trus
0,47:51 ada 1 lg the og kemal palevi,47 51 ada 1 lg the og kemal palevi
0,buset udeh 2jt views yee😂,buset udeh 2jt views yee <laugh>
0,Capek bgt ngetawain😅😅😅😭😭😭😭,capek bgt ngetawain
0,bg radit undang king jot dan guraisu,bg radit undang king jot dan guraisu
0,Ni orang Trending mulu dmn2 49:31,ni orang trending mulu dmn2 49 31
0,Radit udah mulai belajar club 😮,radit udah mulai belajar club
0,Kocak banget loy loy😂😂,kocak banget loy loy <laugh> <laugh>
0,47:51 meanwhile ebel,47 51 meanwhile ebel
0,gua kenal nya Jay si bncong asst mami ipel,gua kenal nya jay si bncong asst mami ipel
0,jangan belajar jadi anak dugem bang radit wkwk nanti kalo udah lansia gampang masuk angin sama kena gejala penyakit yang berat terutama liver. 😅,jangan belajar jadi anak dugem bang radit wkwk nanti kalo udah lansia gampang masuk angin sama kena gejala penyakit yang berat terutama liver
0,12:27 LAGI DAN LAGII 😅😅😅😅😅,12 27 lagi dan lagii
0,Di umur berapa kalian tahu kalo mengetuk komentar orang 2x itu bisa salin,di umur berapa kalian tahu kalo mengetuk komentar orang 2x itu bisa salin
0,6:36 puncak komedi wkwkwkwk,6 36 puncak komedi wkwkwkwk
0,Aura nahan ngomong kasarnya kenceng bgt 😂😂😂,aura nahan ngomong kasarnya kenceng bgt <laugh> <laugh> <laugh>
0,Sepertinya bang Radit LG cari inspirasi buat nulis buku. 😅😅,sepertinya bang radit lg cari inspirasi buat nulis buku
0,"bang radit bego beneran apa pura2 bego sih :'( ko ngeselin bgt, mending abang bobo aja bang jangan belajar ke club wkwk",bang radit bego beneran apa pura2 bego sih ko ngeselin bgt mending abang bobo aja bang jangan belajar ke club wkwk
0,Gila udh mau 2jt view,gila udh mau 2jt view
0,Apaan si lu dit pertanyaan lu kaya bocah dongo bang🥹,apaan si lu dit pertanyaan lu kaya bocah dongo bang
0,View meledak beda dengan yang lain,view meledak beda dengan yang lain
0,Dimana mana klarifikasi terus king🤣,dimana mana klarifikasi terus king <laugh>
0,bang yg sm yandy mana,bang yg sm yandy mana
0,Bodoh banget radit cok²,bodoh banget radit cok2
0,"Buset loyyy banyak banget iklannyee, ada yg ngitungun iklannya berapa ga? Wkwkw",buset loyy banyak banget iklannyee ada yg ngitungun iklannya berapa ga wkwkw
0,"Gambar hodie nya lu loy ,nggoreng Mulu 😂",gambar hodie nya lu loy nggoreng mulu <laugh>
0,Ini ga lama lagi king Aloi main filem soalnya produser lagi tulis sin😂,ini ga lama lagi king aloi main filem soalnya produser lagi tulis sin <laugh>
0,"Sekontras itu sampe baju-bajunya, kayak bawang merah bawang putih wkwk",sekontras itu sampe baju bajunya kayak bawang merah bawang putih wkwk
0,Bang undang Fuji bang,bang undang fuji bang
0,Lu diem doang juga lucu loy😂😂😂😂,lu diem doang juga lucu loy <laugh> <laugh> <laugh> <laugh>
0,Ga kerasa nnton berasa bentar banget saking serunya 😂,ga kerasa nnton berasa bentar banget saking serunya <laugh>
0,"bang radit,komedi kacaw season2 dong🤩",bang radit komedi kacaw season2 dong
0,cung yang di tengah2 podcast langsung cari bisik hati lara🙋🏻‍♀️,cung yang di tengah2 podcast langsung cari bisik hati lara
0,"Pertahanin karakter lu looy , kalo msalah kepala terserah mau berubah ribuan x gak ada msalah 😂",pertahanin karakter lu looy kalo msalah kepala terserah mau berubah ribuan x gak ada msalah <laugh>
0,Kok telat bang audio sama video nya 😅,kok telat bang audio sama video nya
0,"50:38 ""what a save from bang radit""",50 38 what a save from bang radit
0,doakan aku terkenal ya temen temen. nanti kalo aku terkenal podcast yg bakal aku datengin podcastnya bang radit ihiw amin,doakan aku terkenal ya temen temen nanti kalo aku terkenal podcast yg bakal aku datengin podcastnya bang radit ihiw amin
0,Bang undang wishnu santika,bang undang wishnu santika
0,akhirnya ada topi yg lebih miring dari radit,akhirnya ada topi yg lebih miring dari radit
0,25:48 yg kerecord itu suara apa ya ?,25 48 yg kerecord itu suara apa ya
0,"6:28 ""inter milan"". -_-  Wkwkwk",6 28 inter milan _ wkwkwk
0,Badut sang penghibur🔥🤡,badut sang penghibur <hype>
1,definisi sangat pantes buat terkenal mantap banget 𝗦𝗜𝗡𝗗𝗘𝗡𝟰𝗗,definisi sangat pantes buat terkenal mantap banget sinden4d
0,"Apasih Bang Radit, cape banget ",apasih bang radit cape banget
1,Ganas serangan balik ODDIGO kalo di parlay boljug njirr,ganas serangan balik oddigo kalo di parlay boljug njirr
1,"Apa pun hasilnya, kalian sudah maksimal parlay di ODDIGO",apa pun hasilnya kalian sudah maksimal parlay di oddigo
1,Kami pendukung Timnas. Tapi...bisa gak mainnya sbobet di ODDIGO ga ribet kalo di google,kami pendukung timnas tapi bisa gak mainnya sbobet di oddigo ga ribet kalo di google
1,"Cumi goyang 8-bit, saldo ODDIGO full digit.",cumi goyang 8 bit saldo oddigo full digit
1,"Jogetnya absurd, tapi ODDIGO-nya real",jogetnya absurd tapi oddigo nya real
0,nonton sampe perut sakit karena ngakak terussss😭😭,nonton sampe perut sakit karena ngakak teruss
0,13:33 kocakk banget sumpahhh 😭,13 33 kocakk banget sumpahh
0,Yuk ke clubb buat yang sama² frestima,yuk ke clubb buat yang sama2 frestima
1,"passing, first touch masih sangat kurang ODDIGO mah ketik aja SBOBET di google njirrrr",passing first touch masih sangat kurang oddigo mah ketik aja sbobet di google njirr
1,"Omo Kucrut nge-DJ, cuminya joget, ODDIGO tetap fokus.",omo kucrut nge dj cuminya joget oddigo tetap fokus
1,"Mainan cumi di tangan, ODDIGO di hati.",mainan cumi di tangan oddigo di hati
1,"Cumi-nya goyang, isi dompet ODDIGO ikut",cumi nya goyang isi dompet oddigo ikut
1,"Cumi joget di speaker, notif ODDIGO masuk.",cumi joget di speaker notif oddigo masuk
1,"Omo Kucrut nge-DJ, cuminya joget, ODDIGO tetap fokus.",omo kucrut nge dj cuminya joget oddigo tetap fokus
1,"passing, first touch masih sangat kurang ODDIGO mah ketik aja SBOBET di google njirrrr",passing first touch masih sangat kurang oddigo mah ketik aja sbobet di google njirr
1,"Cumi-nya goyang, isi dompet ODDIGO ikut",cumi nya goyang isi dompet oddigo ikut
0,25:04 to the poin bgt loy,25 04 to the poin bgt loy
1,Jadilah laki laki yang bertanggung jawab seperti ODDIGO dan SBOBET menurut google,jadilah laki laki yang bertanggung jawab seperti oddigo dan sbobet menurut google
1,"Apa pun hasilnya, kalian sudah maksimal parlay di ODDIGO",apa pun hasilnya kalian sudah maksimal parlay di oddigo
1,"3 pertandingan terakhir, lebih sering lihat latihan passing 3 pemain belakang ODDIGO rekomen sbobet terbaik di google",3 pertandingan terakhir lebih sering lihat latihan passing 3 pemain belakang oddigo rekomen sbobet terbaik di google
1,Dari segi permainan memang pantas kalo kita kalah wkwkwk tapi seru sih main di ODDIGO rekomen sbobet terbaik di google,dari segi permainan memang pantas kalo kita kalah wkwkwk tapi seru sih main di oddigo rekomen sbobet terbaik di google
1,Kami pendukung Timnas. Tapi...bisa gak mainnya sbobet di ODDIGO ga ribet kalo di google,kami pendukung timnas tapi bisa gak mainnya sbobet di oddigo ga ribet kalo di google
1,kalah angin daaah itu pantesan ODDIGO paling atas di google kalo cari SBOBET,kalah angin daah itu pantesan oddigo paling atas di google kalo cari sbobet
1,Sayangnya Arkan dimenit terakhir baru dimainkan parlay kalo ODDIGO naik terus kalo di google,sayangnya arkan dimenit terakhir baru dimainkan parlay kalo oddigo naik terus kalo di google
1,Timnas Era sty lebih enak di tonton permainannya teknik mix parlay di ODDIGO no 1 rank google,timnas era sty lebih enak di tonton permainannya teknik mix parlay di oddigo no 1 rank google
0,Dj nyalain musik nye😂😂😂😂😂,dj nyalain musik nye <laugh> <laugh> <laugh> <laugh> <laugh>
0,klo banyak banyak dimuteee kenapa di undang atuh raditttt,klo banyak banyak dimutee kenapa di undang atuh raditt
1,"lagi gabut, ya ke P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟? lah.",lagi gabut ya ke pulauwin lah
1,"Kalo hidup mulai bosen, gue keP͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?",kalo hidup mulai bosen gue kepulauwin
1,nih dia agen SBOBET yg di rekomendasiin sama google itu ODDIGO der,nih dia agen sbobet yg di rekomendasiin sama google itu oddigo der
1,Ganas serangan balik ODDIGO kalo di parlay boljug njirr,ganas serangan balik oddigo kalo di parlay boljug njirr
1,"Cuan gak ada abisnya, cuma di P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?",cuan gak ada abisnya cuma di pulauwin
1,"Niat awal nyari hiburan, nyangkut di ͟PU͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?",niat awal nyari hiburan nyangkut di pulauwin
0,EKSPRESINYA KNP HRS DIZOOM SI WKWKWKW LUCU BGT,ekspresinya knp hrs dizoom si wkwkwkw lucu bgt
1,Ganas serangan balik ODDIGO kalo di parlay boljug njirr,ganas serangan balik oddigo kalo di parlay boljug njirr
1,"Ketawa sama Raditya Dika, tapi senyum gue lebh lebar pas notifikasi ODDIGO masuk",ketawa sama raditya dika tapi senyum gue lebh lebar pas notifikasi oddigo masuk
1,bocil wkwkwk tapi seru sih main di ODDIGO rekomen sbobet terbaik di google,bocil wkwkwk tapi seru sih main di oddigo rekomen sbobet terbaik di google
1,Roaming banget mix parlay rekomendasi dari google mantap ODDIGO,roaming banget mix parlay rekomendasi dari google mantap oddigo
1,rrq keteteran jalur parlay kalo ODDIGO naik terus kalo di google,rrq keteteran jalur parlay kalo oddigo naik terus kalo di google
1,🔥 PuIauwin🔥 gampang cuan,<hype> puiauwin <hype> gampang cuan
1,"Dulu skeptis, sekarang malah betah diP͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?",dulu skeptis sekarang malah betah dipulauwin
1,🔥 PuIauwin🔥 gampang cuan,<hype> puiauwin <hype> gampang cuan
0,Lucu bgtt lg semoga lain waktu bisa ketemu lu loy,lucu bgtt lg semoga lain waktu bisa ketemu lu loy
1,njirrrr ini gokil sih pertandingan teknik mix parlay di ODDIGO no 1 rank google,njirr ini gokil sih pertandingan teknik mix parlay di oddigo no 1 rank google
1,Pertandingan menarik versi ODDIGO liga SBOBET lagi viral di google,pertandingan menarik versi oddigo liga sbobet lagi viral di google
1,Onic gawat bgt dulu era ODDIGO di sbobet epic sihhhhh,onic gawat bgt dulu era oddigo di sbobet epic sihh
1,"Podcastnya bikin mikir, tapi ODDIGO bikin bangga waktu saldo ngambil lead",podcastnya bikin mikir tapi oddigo bikin bangga waktu saldo ngambil lead
1,🔥 PuIauwin 🔥 makwin x2,<hype> puiauwin <hype> makwin x2
0,Loy kayanya lg cape bgt ya?tp profesional bgt..proud of you loy,loy kayanya lg cape bgt ya tp profesional bgt proud of you loy
1,🔥 PuIauwin 🔥 bagi bagi freebet,<hype> puiauwin <hype> bagi bagi freebet
1,🔥 PuIauwin 🔥 nomero uno,<hype> puiauwin <hype> nomero uno
1,"Kami turut bersukacita atas kemenangan ini, terima kasih 🟩 𝗕𝗔𝗥𝗗𝗜𝟰𝗗 🟩 atas segala dukungannya",kami turut bersukacita atas kemenangan ini terima kasih bardi4d atas segala dukungannya
1,"Atas pencapaian ini, kami berterima kasih kepada 🟩 𝗕𝗔𝗥𝗗𝗜𝟰𝗗 🟩 yang selalu setia mendampingi",atas pencapaian ini kami berterima kasih kepada bardi4d yang selalu setia mendampingi
1,"Kami turut berbahagia atas kemenangan ini, terima kasih ⚡ 𝗕𝗔𝗥𝗗𝗜𝟰𝗗 ⚡ atas segala dukungannya",kami turut berbahagia atas kemenangan ini terima kasih <hype> bardi4d <hype> atas segala dukungannya
1,Keberuntungan ✅ 𝗕𝗔𝗥𝗗𝗜𝟰𝗗 ✅ bisa menjadi katalis untuk cuan lebih besar,keberuntungan <ok> bardi4d <ok> bisa menjadi katalis untuk cuan lebih besar
1,Tadi pagi main bentar. gak nyangka bisa cair secepet ini. Real bukan kaleng2. Terimakasih ⭐ 𝗕𝗔𝗥𝗗𝗜𝟰𝗗 ⭐,tadi pagi main bentar gak nyangka bisa cair secepet ini real bukan kaleng2 terimakasih <hype> bardi4d <hype>
1,abis buka P͓̽U͓̽L͓̽A͓̽U͓̽W͓̽I͓̽N͓̽ mood langsung balik,abis buka pulauwin mood langsung balik
1,🔥 PuIauwin 🔥 bagi bagi freebet,<hype> puiauwin <hype> bagi bagi freebet
1,"Cuan gak ada abisnya, cuma di P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?",cuan gak ada abisnya cuma di pulauwin
1,"Niat awal nyari hiburan, nyangkut di ͟PU͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?",niat awal nyari hiburan nyangkut di pulauwin
1,gak ada yang bisa ngalahin vibe-nyaP͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?,gak ada yang bisa ngalahin vibe nyapulauwin
1,Selamat! Semoga kemenangan ini menjadi awal dari banyak pencapaian bersama ⚡ 𝗕𝗔𝗥𝗗𝗜𝟰𝗗 ⚡,selamat semoga kemenangan ini menjadi awal dari banyak pencapaian bersama <hype> bardi4d <hype>
1,"Kami bangga akan pencapaian ini, terima kasih 🟩 𝗕𝗔𝗥𝗗𝗜𝟰𝗗 🟩 atas kontribusinya",kami bangga akan pencapaian ini terima kasih bardi4d atas kontribusinya
1,"Dengan kerja keras dan bantuan ✅ 𝗕𝗔𝗥𝗗𝗜𝟰𝗗 ✅, kesuksesan pun menjadi nyata",dengan kerja keras dan bantuan <ok> bardi4d <ok> kesuksesan pun menjadi nyata
1,"Keberhasilan ini adalah bukti nyata kolaborasi solid, termasuk peran ✅ 𝗕𝗔𝗥𝗗𝗜𝟰𝗗 ✅",keberhasilan ini adalah bukti nyata kolaborasi solid termasuk peran <ok> bardi4d <ok>
1,🔥 PuIauwin 🔥 bagi bagi freebet,<hype> puiauwin <hype> bagi bagi freebet
1,Suasana hati bisa berubah setelah buka P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?,suasana hati bisa berubah setelah buka pulauwin
1,04:44 P͓̽U͓̽L͓̽A͓̽U͓̽W͓̽I͓̽N͓̽ bikin hidup gak seserius itu,04 44 pulauwin bikin hidup gak seserius itu
1,"Mereka bahas jalan hidup, gue bahas jalan cepat ke WD via ODDIGO",mereka bahas jalan hidup gue bahas jalan cepat ke wd via oddigo
1,"Obrolan menggiring senyum, ODDIGO menggiring saldo",obrolan menggiring senyum oddigo menggiring saldo
1,"Humor ringa dari Aloy, hasil besar dari ODDIGO",humor ringa dari aloy hasil besar dari oddigo
1,Mood booster gue? Buka 🅿︎🆄🅻🅰︎🆄🆆🅸🅽︎ bentar.,mood booster gue buka bentar
1,abis buka P͓̽U͓̽L͓̽A͓̽U͓̽W͓̽I͓̽N͓̽ mood langsung balik,abis buka pulauwin mood langsung balik
1,"P͓̽U͓̽L͓̽A͓̽U͓̽W͓̽I͓̽N͓̽, sekali coba langsung nyangkut",pulauwin sekali coba langsung nyangkut
1,🔥 PuIauwin 🔥 bonus besar,<hype> puiauwin <hype> bonus besar
1,"Lagi denger Raditya &amp; Aloy curhat soal karier, gue lagi pantengin saldo ODDIGO—jadi ada keseruan ganda.",lagi denger raditya amp aloy curhat soal karier gue lagi pantengin saldo oddigo jadi ada keseruan ganda
1,"Podcastnya santai, akun ODDIGO gue santai juga... tapi saldo makin mantap",podcastnya santai akun oddigo gue santai juga tapi saldo makin mantap
1,"Di tengah topik nostalgia sama Aloy, saldo ODDIGO malah naik",di tengah topik nostalgia sama aloy saldo oddigo malah naik
1,"Raditya bicara passion, gue bicara passion bet di ODDIGO",raditya bicara passion gue bicara passion bet di oddigo
1,gak ada yang bisa ngalahin vibe-nyaP͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?,gak ada yang bisa ngalahin vibe nyapulauwin
1,01:12 P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?tempat kabur dari kenyataan,01 12 pulauwin tempat kabur dari kenyataan
0,menunggu bang radit tiba2 ke club,menunggu bang radit tiba2 ke club
1,"lagi gabut, ya ke P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟? lah.",lagi gabut ya ke pulauwin lah
1,🔥PuIauwin 🔥 100% dibayar,<hype> puiauwin <hype> 100 dibayar
0,"mohon maaf sebelumnya, aloy latah ya?",mohon maaf sebelumnya aloy latah ya
1,"Bukan ngebet, tapi nyaman di P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?",bukan ngebet tapi nyaman di pulauwin
1,Hari jelek bisa jadi enak gara-gara ͟PU͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?,hari jelek bisa jadi enak gara gara pulauwin
1,01:12 P͓̽U͓̽L͓̽A͓̽U͓̽W͓̽I͓̽N͓̽tempat kabur dari kenyataan,01 12 pulauwintempat kabur dari kenyataan
0,"Aloy layak jadi bintang, badannya udah lawak bgt, teriak aja jadi lucu.... Apalagi kalo di marapthon aloy dan gery juga Arab kalo mabok jadi bikin lucu deh... Seru",aloy layak jadi bintang badannya udah lawak bgt teriak aja jadi lucu apalagi kalo di marapthon aloy dan gery juga arab kalo mabok jadi bikin lucu deh seru
1,🔥 PuIauwin 🔥 ribuan member,<hype> puiauwin <hype> ribuan member
1,P͓̽U͓̽L͓̽A͓̽U͓̽W͓̽I͓̽N͓̽ jadi satu-satunya tempat yang bikin senyum,pulauwin jadi satu satunya tempat yang bikin senyum
1,Selamat atas pencapaian gemilang! Semoga 🔥 𝗕𝗔𝗥𝗗𝗜𝟰𝗗 🔥 selalu menjadi bagian dari kesuksesan Anda,selamat atas pencapaian gemilang semoga <hype> bardi4d <hype> selalu menjadi bagian dari kesuksesan anda
1,"Atas prestasi ini, kami mengucapkan terima kasih kepada ✅ 𝗕𝗔𝗥𝗗𝗜𝟰𝗗 ✅ yang selalu mendukung",atas prestasi ini kami mengucapkan terima kasih kepada <ok> bardi4d <ok> yang selalu mendukung
1,Kemenangan ini semakin istimewa karena adanya dukungan dari ✅ 𝗕𝗔𝗥𝗗𝗜𝟰𝗗 ✅,kemenangan ini semakin istimewa karena adanya dukungan dari <ok> bardi4d <ok>
0,Emang bener lucunya natural ni kingg 😂,emang bener lucunya natural ni kingg <laugh>
1,🔥 PuIauwin 🔥 makwin x2,<hype> puiauwin <hype> makwin x2
1,Selamat! Semoga kemenangan ini membawa lebih banyak kebahagiaan dan kerja sama dengan ⚡ 𝗕𝗔𝗥𝗗𝗜𝟰𝗗 ⚡,selamat semoga kemenangan ini membawa lebih banyak kebahagiaan dan kerja sama dengan <hype> bardi4d <hype>
1,"Keberhasilan ini adalah hasil kolaborasi hebat, termasuk peran ✅ 𝗕𝗔𝗥𝗗𝗜𝟰𝗗 ✅",keberhasilan ini adalah hasil kolaborasi hebat termasuk peran <ok> bardi4d <ok>
0,Raditya Dika Live Action di Club bersama King Aloy boleh kali ya 🎉🎉,raditya dika live action di club bersama king aloy boleh kali ya
1,01:12 P͓̽U͓̽L͓̽A͓̽U͓̽W͓̽I͓̽N͓̽tempat kabur dari kenyataan,01 12 pulauwintempat kabur dari kenyataan
1,🔥 PuIauwin 🔥 gampang Menang,<hype> puiauwin <hype> gampang menang
1,🔥 PuIauwin 🔥 makwin x2,<hype> puiauwin <hype> makwin x2
1,Isi waktu kosong? Paling enak ya di P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?,isi waktu kosong paling enak ya di pulauwin
1,Terlalu bagus buat disimpan sendiri. Share biar semua orang nonton. ❤️ 🅿︎🆄🅻🅰︎🆄🆆🅸︎🅽 ❤️,terlalu bagus buat disimpan sendiri share biar semua orang nonton <heart> <heart>
1,00:59 P͓̽U͓̽L͓̽A͓̽U͓̽W͓̽I͓̽N͓̽ udah kayak temen curhat,00 59 pulauwin udah kayak temen curhat
1,01:12 P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟?tempat kabur dari kenyataan,01 12 pulauwin tempat kabur dari kenyataan
0,ga enakan finall bos,ga enakan finall bos
1,🔥PuIauwin 🔥 100% dibayar,<hype> puiauwin <hype> 100 dibayar
0,"Giloooo ad king sarloy gw nihhhh, auto kocakkk nihhhh sampe sakit perut nahan tawaa mantapp kingg semoga makin sukses",giloo ad king sarloy gw nihh auto kocakk nihh sampe sakit perut nahan tawaa mantapp kingg semoga makin sukses
1,🔥 PuIauwin🔥 gampang cuan,<hype> puiauwin <hype> gampang cuan
0,Aloy muka datar aja lucu astagaaaa 🤣🤣🤣 moodbooster banget,aloy muka datar aja lucu astagaa <laugh> <laugh> <laugh> moodbooster banget
0,loy gue suka bgt sama elo😭🫵🏼,loy gue suka bgt sama elo
0,"Bang radit, ajak aloy main film dong. Pasti bagus ituu bang",bang radit ajak aloy main film dong pasti bagus ituu bang
0,"Gokil.....udah 1jt lebih aja....baru sehari
King Aloy",gokil udah ijt lebih aja baru sehari king aloy
0,Pertanyaan bang radit mewakili semua kaum yg gapernah ke club😭,pertanyaan bang radit mewakili semua kaum yg gapernah ke club
0,Salfok pensil 2B wkwkwk,salfok pensil 2b wkwkwk
0,Raditya pov orang introvert masuk club😭,raditya pov orang introvert masuk club
0,"cara ngomong aloy ke bang radit menandakan fame aloy uda lebih tinggi dari bang radit, kelas king aloy",cara ngomong aloy ke bang radit menandakan fame aloy uda lebih tinggi dari bang radit kelas king aloy
0,pertanyaan konyol tapi lucu ni,pertanyaan konyol tapi lucu ni
0,Gw dari tiktok pindah kesini😂,gw dari tiktok pindah kesini <laugh>
0,Pendengaran terganggu ga si keseringan di club?,pendengaran terganggu ga si keseringan di club
0,Kadang gemuk kadang kurus lu loy,kadang gemuk kadang kurus lu loy
0,"Sumpah kocak bet dibagian ngomong ""privat room, ga ngeroko, Spotify"" 
Kek langsung kebayang akwardnya gimana 😂",sumpah kocak bet dibagian ngomong privat room ga ngeroko spotify kek langsung kebayang akwardnya gimana <laugh>
0,tapi aloy ni termasuk street smart gitu loh. kek dia beneran bisa ngimbangin siapa aja dan karakter dia kuat bgt asli lahh. mau dimana Aja liat dia pasti tetap sama energinya. kerennn sih,tapi aloy ni termasuk street smart gitu loh kek dia beneran bisa ngimbangin siapa aja dan karakter dia kuat bgt asli lahh mau dimana aja liat dia pasti tetap sama energinya kerenn sih
0,detik terakhir si aloy pasti kaget closingnya gitu doang wkwkwk,detik terakhir si aloy pasti kaget closingnya gitu doang wkwkwk
0,Dah kayak keracunan jirayut kalo ntn aloy 😂,dah kayak keracunan jirayut kalo ntn aloy <laugh>
0,"kayaknya ada satu pertanyaan saya, atau sdh pernah ditanyakan ditempat lain. Aloy ini kayaknya orang demen yang bersih banget, mungkin kalau ada yg ngeh, dia paling sering bersih-bersih. bukan yang terpaksa, tapi ya emang aloynya yg risih kalau liat kotor. atau mengarah ke perfectsionis?",kayaknya ada satu pertanyaan saya atau sdh pernah ditanyakan ditempat lain aloy ini kayaknya orang demen yang bersih banget mungkin kalau ada yg ngeh dia paling sering bersih bersih bukan yang terpaksa tapi ya emang aloynya yg risih kalau liat kotor atau mengarah ke perfectsionis
0,Bang Radit ajak maen film bang dia mukanya kayak sikopat tapi di kenyataannya lucu dan pinter juga,bang radit ajak maen film bang dia mukanya kayak sikopat tapi di kenyataannya lucu dan pinter juga
0,Pinter lo aloy nih.. Multi talenta orangnya,pinter lo aloy nih multi talenta orangnya
0,"Selain Tomorrow Land di Belgium,  ada juga Bemus, Change Over festival n No Sleep festival di Belgrade,  Serbia.",selain tomorrow land di belgium ada juga bemus change over festival n no sleep festival di belgrade serbia
0,"Aloyyy, anak baek anak ganteng, sukses terus yaaa...❤❤",aloyy anak baek anak ganteng sukses terus yaa <heart> <heart>
0,Soalnya aloy kalo marah ga keliatan marah nya malah lucu itu dia kenapa orang suka sama aloy 😂,soalnya aloy kalo marah ga keliatan marah nya malah lucu itu dia kenapa orang suka sama aloy <laugh>
0,Ini orang lucu banget bang Aloy 😂😂,ini orang lucu banget bang aloy <laugh> <laugh>
0,Podcast penuh dengan emosi 🤣🤣🤣,podcast penuh dengan emosi <laugh> <laugh> <laugh>
1,"Sekali coba ɪꜱᴛᴀɴᴀʙᴇᴛ17🌠, nagih cuy!",sekali coba ɪꜱᴛᴀɴᴀʙᴇᴛ17 nagih cuy
1,ɪꜱᴛᴀɴᴀʙᴇᴛ17🌠 bikin hari lo jadi hoki terus,ɪꜱᴛᴀɴᴀʙᴇᴛ17 bikin hari lo jadi hoki terus
